ID,Name,Core Type,Description,Stat/Effect Target,Operation,Value,Rarity,Weight,Recommended Monster Types,Notes
T-350,Laboratory Dispatcher,JobCapacityBoosterTitleSO,Adds 5 capacity at battle start.,Capacity,Add,5,Legendary,11,"Alloy, Ground","Fits Alloy, Ground."
T-351,Staff Planner,JobCapacityBoosterTitleSO,Adds 1 capacity at battle start.,Capacity,Add,1,Common,77,"Grass, Ground","Fits Grass, Ground."
T-352,Maintenance Therapist,JobCapacityBoosterTitleSO,Adds 2 capacity at battle start.,Capacity,Add,2,Uncommon,62,"Alloy, Grass","Fits Alloy, Grass."
T-353,Chief Officer,JobCapacityBoosterTitleSO,Adds 3 capacity at battle start.,Capacity,Add,3,Rare,32,"Ground, Rock","Fits Ground, Rock."
T-354,Scientist,JobFatigueBoosterTitleSO,Reduces job fatigue gain by -10%.,Fatigue Rate,Multiply,1.1,Common,80,"Alloy, Grass","Fits Alloy, Grass."
T-355,Quality Designer,JobFatigueBoosterTitleSO,Reduces job fatigue gain by -15%.,Fatigue Rate,Multiply,1.15,Uncommon,59,"Alloy, Oracle","Fits Alloy, Oracle."
T-356,Lead Guard,JobFatigueBoosterTitleSO,Reduces job fatigue gain by -20%.,Fatigue Rate,Multiply,1.2,Rare,48,"Grass, Oracle","Fits Grass, Oracle."
T-357,Logistics Miner,JobFatigueBoosterTitleSO,Reduces job fatigue gain by -25%.,Fatigue Rate,Multiply,1.25,Epic,22,"Bug, Oracle","Fits Bug, Oracle."
T-358,Supply Surveyor,JobFatigueBoosterTitleSO,Reduces job fatigue gain by -30%.,Fatigue Rate,Multiply,1.3,Legendary,10,"Bug, Oracle","Fits Bug, Oracle."
T-359,Corporate Janitor,JobFatigueBoosterTitleSO,Reduces job fatigue gain by -10%.,Fatigue Rate,Multiply,1.1,Common,80,"Alloy, Bug","Fits Alloy, Bug."
T-360,Supervisor,JobFatigueBoosterTitleSO,Reduces job fatigue gain by -15%.,Fatigue Rate,Multiply,1.15,Uncommon,57,"Grass, Oracle","Fits Grass, Oracle."
T-361,Sommelier,JobFatigueBoosterTitleSO,Reduces job fatigue gain by -20%.,Fatigue Rate,Multiply,1.2,Rare,43,"Bug, Grass","Fits Bug, Grass."
T-362,Chief Steward,JobFatigueBoosterTitleSO,Reduces job fatigue gain by -25%.,Fatigue Rate,Multiply,1.25,Epic,26,"Alloy, Oracle","Fits Alloy, Oracle."
T-363,Control Glazier,JobFatigueBoosterTitleSO,Reduces job fatigue gain by -30%.,Fatigue Rate,Multiply,1.3,Legendary,11,"Alloy, Oracle","Fits Alloy, Oracle."
T-364,Regional Grinder,JobFatigueBoosterTitleSO,Reduces job fatigue gain by -10%.,Fatigue Rate,Multiply,1.1,Common,90,"Bug, Oracle","Fits Bug, Oracle."
T-365,Lead Botanist,JobFatigueBoosterTitleSO,Reduces job fatigue gain by -15%.,Fatigue Rate,Multiply,1.15,Uncommon,51,"Alloy, Bug","Fits Alloy, Bug."
T-366,Development Welder,JobFatigueBoosterTitleSO,Reduces job fatigue gain by -20%.,Fatigue Rate,Multiply,1.2,Rare,48,"Alloy, Grass","Fits Alloy, Grass."
T-367,Research Welder,JobFatigueBoosterTitleSO,Reduces job fatigue gain by -25%.,Fatigue Rate,Multiply,1.25,Epic,28,"Grass, Oracle","Fits Grass, Oracle."
T-368,Resident Technician,CoinBonusOnVictoryTitleSO,Increases coin gains by 10%.,Coins,Multiply,1.1,Common,86,"Grass, Oracle","Fits Grass, Oracle."
T-369,Control Researcher,CoinBonusOnVictoryTitleSO,Increases coin gains by 15%.,Coins,Multiply,1.15,Uncommon,54,"Alloy, Oracle","Fits Alloy, Oracle."
T-370,Supply Plumber,CoinBonusOnVictoryTitleSO,Increases coin gains by 20%.,Coins,Multiply,1.2,Rare,34,"Bug, Grass","Fits Bug, Grass."
T-371,Training Planner,CoinBonusOnVictoryTitleSO,Increases coin gains by 25%.,Coins,Multiply,1.25,Epic,27,"Alloy, Bug","Fits Alloy, Bug."
T-372,Safety Attendant,CoinBonusOnVictoryTitleSO,Increases coin gains by 30%.,Coins,Multiply,1.3,Legendary,14,"Alloy, Oracle","Fits Alloy, Oracle."
T-373,Logistics Roofer,CoinBonusOnVictoryTitleSO,Increases coin gains by 10%.,Coins,Multiply,1.1,Common,72,"Alloy, Oracle","Fits Alloy, Oracle."
T-374,Laboratory Potter,CoinBonusOnVictoryTitleSO,Increases coin gains by 15%.,Coins,Multiply,1.15,Uncommon,67,"Bug, Oracle","Fits Bug, Oracle."
T-375,Biologist,CoinBonusOnVictoryTitleSO,Increases coin gains by 20%.,Coins,Multiply,1.2,Rare,45,"Alloy, Grass","Fits Alloy, Grass."
T-376,Resident Advisor,CoinBonusOnVictoryTitleSO,Increases coin gains by 25%.,Coins,Multiply,1.25,Epic,16,"Alloy, Bug","Fits Alloy, Bug."
T-377,Support Concierge,CoinBonusOnVictoryTitleSO,Increases coin gains by 30%.,Coins,Multiply,1.3,Legendary,9,"Alloy, Bug","Fits Alloy, Bug."
T-378,Field Photographer,CoinBonusOnVictoryTitleSO,Increases coin gains by 10%.,Coins,Multiply,1.1,Common,72,"Grass, Oracle","Fits Grass, Oracle."
T-379,Support Treasurer,CoinBonusOnVictoryTitleSO,Increases coin gains by 15%.,Coins,Multiply,1.15,Uncommon,53,"Grass, Oracle","Fits Grass, Oracle."
T-380,Assembler,CoinBonusOnVictoryTitleSO,Increases coin gains by 20%.,Coins,Multiply,1.2,Rare,39,"Grass, Oracle","Fits Grass, Oracle."
T-381,Control Mechanic,CoinBonusOnVictoryTitleSO,Increases coin gains by 25%.,Coins,Multiply,1.25,Epic,20,"Bug, Grass","Fits Bug, Grass."
T-382,Locksmith,CoinBonusOnVictoryTitleSO,Increases coin gains by 30%.,Coins,Multiply,1.3,Legendary,10,"Alloy, Bug","Fits Alloy, Bug."
T-383,Fabricator,CoinBonusOnVictoryTitleSO,Increases coin gains by 10%.,Coins,Multiply,1.1,Common,74,"Alloy, Bug","Fits Alloy, Bug."
T-384,Maintenance Rigger,GrowthCoreBonusOnVictoryTitleSO,Increases growth cores by 10%.,Growth Cores,Multiply,1.1,Common,83,"Bug, Grass","Fits Bug, Grass."
T-385,Therapist,GrowthCoreBonusOnVictoryTitleSO,Increases growth cores by 15%.,Growth Cores,Multiply,1.15,Uncommon,55,"Alloy, Grass","Fits Alloy, Grass."
T-386,Shift Butcher,GrowthCoreBonusOnVictoryTitleSO,Increases growth cores by 20%.,Growth Cores,Multiply,1.2,Rare,42,"Bug, Oracle","Fits Bug, Oracle."
T-387,Plant Seamstress,GrowthCoreBonusOnVictoryTitleSO,Increases growth cores by 25%.,Growth Cores,Multiply,1.25,Epic,29,"Bug, Grass","Fits Bug, Grass."
T-388,Junior Nurse,GrowthCoreBonusOnVictoryTitleSO,Increases growth cores by 30%.,Growth Cores,Multiply,1.3,Legendary,12,"Alloy, Bug","Fits Alloy, Bug."
T-389,Development Fitter,GrowthCoreBonusOnVictoryTitleSO,Increases growth cores by 10%.,Growth Cores,Multiply,1.1,Common,78,"Bug, Grass","Fits Bug, Grass."
T-390,Rigger,GrowthCoreBonusOnVictoryTitleSO,Increases growth cores by 15%.,Growth Cores,Multiply,1.15,Uncommon,59,"Bug, Grass","Fits Bug, Grass."
T-391,Assistant Host,GrowthCoreBonusOnVictoryTitleSO,Increases growth cores by 20%.,Growth Cores,Multiply,1.2,Rare,44,"Alloy, Oracle","Fits Alloy, Oracle."
T-392,Carver,GrowthCoreBonusOnVictoryTitleSO,Increases growth cores by 25%.,Growth Cores,Multiply,1.25,Epic,19,"Alloy, Oracle","Fits Alloy, Oracle."
T-393,Support Researcher,GrowthCoreBonusOnVictoryTitleSO,Increases growth cores by 30%.,Growth Cores,Multiply,1.3,Legendary,9,"Bug, Oracle","Fits Bug, Oracle."
T-394,Assistant Decorator,GrowthCoreBonusOnVictoryTitleSO,Increases growth cores by 10%.,Growth Cores,Multiply,1.1,Common,76,"Bug, Oracle","Fits Bug, Oracle."
T-395,Manager,GrowthCoreBonusOnVictoryTitleSO,Increases growth cores by 15%.,Growth Cores,Multiply,1.15,Uncommon,53,"Bug, Oracle","Fits Bug, Oracle."
T-396,Training Potter,GrowthCoreBonusOnVictoryTitleSO,Increases growth cores by 20%.,Growth Cores,Multiply,1.2,Rare,48,"Alloy, Oracle","Fits Alloy, Oracle."
T-397,Designer,GrowthCoreBonusOnVictoryTitleSO,Increases growth cores by 25%.,Growth Cores,Multiply,1.25,Epic,19,"Alloy, Grass","Fits Alloy, Grass."
T-398,Strategist,GrowthCoreBonusOnVictoryTitleSO,Increases growth cores by 30%.,Growth Cores,Multiply,1.3,Legendary,11,"Alloy, Grass","Fits Alloy, Grass."
T-399,National Mason,GrowthCoreBonusOnVictoryTitleSO,Increases growth cores by 10%.,Growth Cores,Multiply,1.1,Common,88,"Alloy, Grass","Fits Alloy, Grass."
