Pack Name,ID,Name,Type,Rarity,Max Level,Can Be Starter,Starter Weight,Boss Weight,Title 1,Title 1 Unlock Amount,Title 2,Title 2 Unlock Amount,Title 3,Title 3 Unlock Amount,Title 4,Title 4 Unlock Amount,Title 5,Title 5 Unlock Amount,Evolution Stage,Evolution Level,Evolution Form Id,Base HP,Base Attack,Base Defense,Base Speed,Spawn Weight,Job Skill,Hp Regen Per Hour,Fatigue Rate Per Hour,Fatigue Cooldown Hours,Personality,Basic Attack Name,Basic Attack Prefab Lifetime,Icon Path,Back Icon Path,Shiny Icon Path,Shiny Back Icon Path,Description
Celestial Ascension,M-104,Wyrmorn,Wyrm,Rare,50,No,0,0,T-098,2,T-112,6,T-129,10,T-147,14,,,1,,,70,70,34,28,2,1.08,6.4,9,8.8,Berserker,Inferno Dive,1,Assets/Monsters/Packs/Celestial Ascension/Wyrmorn/Wyrmorn_front.png,Assets/Monsters/Packs/Celestial Ascension/Wyrmorn/Wyrmorn_back.png,Assets/Monsters/Packs/Celestial Ascension/Wyrmorn/Wyrmorn_frontshiny.png,Assets/Monsters/Packs/Celestial Ascension/Wyrmorn/Wyrmorn_backshiny.png,A hardened wyrm that crashes into foes with explosive force thriving on chaos and sustained aggression.
Mutagenic Core,M-105,Vilebud,Corrupt,Rare,50,No,0,0,T-094,2,T-107,6,T-121,10,T-134,14,,,1,28,M-106,72,70,32,26,2,1.08,8.3,11,9.2,Unpredictable,Rot Lash,1,Assets/Monsters/Packs/Mutagenic Core/Vilebud/Vilebud_front.png,Assets/Monsters/Packs/Mutagenic Core/Vilebud/Vilebud_back.png,Assets/Monsters/Packs/Mutagenic Core/Vilebud/Vilebud_frontshiny.png,Assets/Monsters/Packs/Mutagenic Core/Vilebud/Vilebud_backshiny.png,A twisted corrupted growth that thrashes wildly spreading decay through reckless
Mutagenic Core,M-106,Vilethorn,Corrupt,Epic,50,No,0,0,T-142,1,T-156,4,T-169,8,T-183,12,T-196,15,1,,,86,88,38,30,0.7,1.15,9.9,11,9.8,Berserker,Blight Rend,1,Assets/Monsters/Packs/Mutagenic Core/Vilethorn/Vilethorn_front.png,Assets/Monsters/Packs/Mutagenic Core/Vilethorn/Vilethorn_back.png,Assets/Monsters/Packs/Mutagenic Core/Vilethorn/Vilethorn_frontshiny.png,Assets/Monsters/Packs/Mutagenic Core/Vilethorn/Vilethorn_backshiny.png,A fully corrupted predator whose thorned body channels rampant decay overwhelming foes with savage
Frozen Depths,M-107,Glacel,Ice,Rare,50,No,0,0,T-094,2,T-107,6,T-121,10,T-134,14,,,1,28,M-108,72,46,58,22,2,1.08,7.8,9,10.4,Stoic,Frost Jab,1,Assets/Monsters/Packs/Frozen Depths/Glacel/Glacel_front.png,Assets/Monsters/Packs/Frozen Depths/Glacel/Glacel_back.png,Assets/Monsters/Packs/Frozen Depths/Glacel/Glacel_frontshiny.png,Assets/Monsters/Packs/Frozen Depths/Glacel/Glacel_backshiny.png,A sharp-edged ice creature that locks into place striking with deliberate
Frozen Depths,M-108,Glacern,Ice,Epic,50,No,0,0,T-142,1,T-156,4,T-169,8,T-183,12,T-196,15,1,,,88,54,74,24,0.7,1.15,9.4,9,11.2,Stoic,Glacier Crush,1,Assets/Monsters/Packs/Frozen Depths/Glacern/Glacern_front.png,Assets/Monsters/Packs/Frozen Depths/Glacern/Glacern_back.png,Assets/Monsters/Packs/Frozen Depths/Glacern/Glacern_frontshiny.png,Assets/Monsters/Packs/Frozen Depths/Glacern/Glacern_backshiny.png,Its body fully crystallizes into dense ice armor advancing steadily while shattering enemies with overwhelming frozen force.
Frozen Depths,M-109,Tidrel,Water,Rare,50,No,0,0,T-094,2,T-112,6,T-129,10,T-147,14,,,1,,,70,58,46,30,2,1.08,8.6,7.7,8.2,Analyst,Aqua Pierce,1,Assets/Monsters/Packs/Frozen Depths/Tidrel/Tidrel_front.png,Assets/Monsters/Packs/Frozen Depths/Tidrel/Tidrel_back.png,Assets/Monsters/Packs/Frozen Depths/Tidrel/Tidrel_frontshiny.png,Assets/Monsters/Packs/Frozen Depths/Tidrel/Tidrel_backshiny.png,A focused water hunter that shapes pressurized streams into precise strikes balancing fluid movement with controlled power.
Volcanic Fury,M-110,Emberel,Fire,Common,50,No,0,0,T-012,3,T-028,10,,,,,,,1,18,M-111,52,44,26,28,8,0.95,4.9,9.2,8.6,Aggressive,Flame Peck,1,Assets/Monsters/Packs/Volcanic Fury/Emberel/Emberel_front.png,Assets/Monsters/Packs/Volcanic Fury/Emberel/Emberel_back.png,Assets/Monsters/Packs/Volcanic Fury/Emberel/Emberel_frontshiny.png,Assets/Monsters/Packs/Volcanic Fury/Emberel/Emberel_backshiny.png,A small fire creature that darts forward with quick
Volcanic Fury,M-111,Emberon,Fire,Uncommon,50,No,0,0,T-041,2,T-067,10,T-082,14,,,,,1,22,M-112,60,54,30,30,4.5,1,5.6,9.2,8.6,Aggressive,Heat Rush,1,Assets/Monsters/Packs/Volcanic Fury/Emberon/Emberon_front.png,Assets/Monsters/Packs/Volcanic Fury/Emberon/Emberon_back.png,Assets/Monsters/Packs/Volcanic Fury/Emberon/Emberon_frontshiny.png,Assets/Monsters/Packs/Volcanic Fury/Emberon/Emberon_backshiny.png,Its flames burn hotter and steadier
Volcanic Fury,M-112,Dustel,Ground,Common,50,No,0,0,T-009,3,T-022,10,,,,,,,1,18,M-114,58,34,40,18,8,0.95,5.8,7.7,9.9,Stoic,Grain Bash,1,Assets/Monsters/Packs/Volcanic Fury/Dustel/Dustel_front.png,Assets/Monsters/Packs/Volcanic Fury/Dustel/Dustel_back.png,Assets/Monsters/Packs/Volcanic Fury/Dustel/Dustel_frontshiny.png,Assets/Monsters/Packs/Volcanic Fury/Dustel/Dustel_backshiny.png,A compact ground dweller that hardens loose soil into blunt
Volcanic Fury,M-113,Dustorn,Ground,Uncommon,50,No,0,0,T-039,2,T-058,10,T-071,14,,,,,1,22,M-115,66,40,50,20,4.5,1,6.6,7.7,9.9,Guardian,Earth Guard,1,Assets/Monsters/Packs/Volcanic Fury/Dustorn/Dustorn_front.png,Assets/Monsters/Packs/Volcanic Fury/Dustorn/Dustorn_back.png,Assets/Monsters/Packs/Volcanic Fury/Dustorn/Dustorn_frontshiny.png,Assets/Monsters/Packs/Volcanic Fury/Dustorn/Dustorn_backshiny.png,Its body compacts into denser layers
Luminous Tide,M-114,Rivrel,Water,Common,50,No,0,0,T-015,3,T-032,10,,,,,,,1,18,M-117,56,38,34,22,8,0.95,6.8,6.9,8.6,Supportive,Stream Jab,1,Assets/Monsters/Packs/Luminous Tide/Rivrel/Rivrel_front.png,Assets/Monsters/Packs/Luminous Tide/Rivrel/Rivrel_back.png,Assets/Monsters/Packs/Luminous Tide/Rivrel/Rivrel_frontshiny.png,Assets/Monsters/Packs/Luminous Tide/Rivrel/Rivrel_backshiny.png,A small water creature that darts through shallow currents
Luminous Tide,M-115,Rivorn,Water,Uncommon,50,No,0,0,T-054,2,T-069,10,T-081,14,,,,,1,22,M-118,64,44,40,24,4.5,1,7.7,6.9,8.6,Supportive,Flow Slash,1,Assets/Monsters/Packs/Luminous Tide/Rivorn/Rivorn_front.png,Assets/Monsters/Packs/Luminous Tide/Rivorn/Rivorn_back.png,Assets/Monsters/Packs/Luminous Tide/Rivorn/Rivorn_frontshiny.png,Assets/Monsters/Packs/Luminous Tide/Rivorn/Rivorn_backshiny.png,Its movements grow smoother and more deliberate
Luminous Tide,M-116,Rivaryn,Water,Rare,50,No,0,0,T-101,2,T-117,6,T-134,10,T-148,14,,,1,,,74,52,46,26,2,1.08,8.9,6.9,8.6,Analyst,Tide Rend,1,Assets/Monsters/Packs/Luminous Tide/Rivaryn/Rivaryn_front.png,Assets/Monsters/Packs/Luminous Tide/Rivaryn/Rivaryn_back.png,Assets/Monsters/Packs/Luminous Tide/Rivaryn/Rivaryn_frontshiny.png,Assets/Monsters/Packs/Luminous Tide/Rivaryn/Rivaryn_backshiny.png,A refined water predator that shapes flowing currents into powerful
Luminous Tide,M-117,Aerel,Sky,Uncommon,50,No,0,0,T-021,2,T-047,10,T-063,14,,,,,1,,,52,46,28,36,4.5,1,5.2,10.5,7.6,Pouncer,Gale Peck,1,Assets/Monsters/Packs/Luminous Tide/Aerel/Aerel_front.png,Assets/Monsters/Packs/Luminous Tide/Aerel/Aerel_back.png,Assets/Monsters/Packs/Luminous Tide/Aerel/Aerel_frontshiny.png,Assets/Monsters/Packs/Luminous Tide/Aerel/Aerel_backshiny.png,A nimble sky flier that swoops rapidly
Crystal Dominion,M-118,Gravel,Rock,Uncommon,50,No,0,0,T-039,2,T-058,10,T-071,14,,,,,1,22,M-121,68,38,52,18,4.5,1,6.1,7.7,10.8,Guardian,Stone Knuckle,1,Assets/Monsters/Packs/Crystal Dominion/Gravel/Gravel_front.png,Assets/Monsters/Packs/Crystal Dominion/Gravel/Gravel_back.png,Assets/Monsters/Packs/Crystal Dominion/Gravel/Gravel_frontshiny.png,Assets/Monsters/Packs/Crystal Dominion/Gravel/Gravel_backshiny.png,A dense rock creature that advances slowly
Crystal Dominion,M-119,Gravin,Rock,Rare,50,No,0,0,T-094,2,T-107,6,T-121,10,T-134,14,,,1,28,M-122,78,44,64,20,2,1.08,7,7.7,10.8,Fortress,Crush Slam,1,Assets/Monsters/Packs/Crystal Dominion/Gravin/Gravin_front.png,Assets/Monsters/Packs/Crystal Dominion/Gravin/Gravin_back.png,Assets/Monsters/Packs/Crystal Dominion/Gravin/Gravin_frontshiny.png,Assets/Monsters/Packs/Crystal Dominion/Gravin/Gravin_backshiny.png,Its body compacts into thicker stone layers
Crystal Dominion,M-120,Graviron,Rock,Epic,50,No,0,0,T-142,1,T-156,4,T-169,8,T-183,12,T-196,15,1,,,92,52,80,22,0.7,1.15,8.3,7.7,11.6,Fortress,Seismic Break,1,Assets/Monsters/Packs/Crystal Dominion/Graviron/Graviron_front.png,Assets/Monsters/Packs/Crystal Dominion/Graviron/Graviron_back.png,Assets/Monsters/Packs/Crystal Dominion/Graviron/Graviron_frontshiny.png,Assets/Monsters/Packs/Crystal Dominion/Graviron/Graviron_backshiny.png,A towering rock mass that anchors itself to the earth
Crystal Dominion,M-121,Frostrell,Ice,Uncommon,50,No,0,0,T-054,2,T-072,10,T-089,14,,,,,1,,,60,42,50,22,4.5,1,6.3,7.3,10.6,Stoic,Chill Jab,1,Assets/Monsters/Packs/Crystal Dominion/Frostrell/Frostrell_front.png,Assets/Monsters/Packs/Crystal Dominion/Frostrell/Frostrell_back.png,Assets/Monsters/Packs/Crystal Dominion/Frostrell/Frostrell_frontshiny.png,Assets/Monsters/Packs/Crystal Dominion/Frostrell/Frostrell_backshiny.png,A compact ice being that radiates cold
Toxic Hive,M-122,Scut,Bug,Common,50,No,0,0,T-011,3,T-026,10,,,,,,,1,18,M-123,50,38,24,34,8,0.95,5.3,6.9,8.6,Pouncer,Pinch Jab,1,Assets/Monsters/Packs/Toxic Hive/Scut/Scut_front.png,Assets/Monsters/Packs/Toxic Hive/Scut/Scut_back.png,Assets/Monsters/Packs/Toxic Hive/Scut/Scut_frontshiny.png,Assets/Monsters/Packs/Toxic Hive/Scut/Scut_backshiny.png,A quick-moving bug that skitters unpredictably
Toxic Hive,M-123,Scuttorn,Bug,Uncommon,50,No,0,0,T-043,2,T-061,10,T-078,14,,,,,1,22,M-124,58,44,28,36,4.5,1,6.1,6.9,8.6,Trickster,Feint Snap,1,Assets/Monsters/Packs/Toxic Hive/Scuttorn/Scuttorn_front.png,Assets/Monsters/Packs/Toxic Hive/Scuttorn/Scuttorn_back.png,Assets/Monsters/Packs/Toxic Hive/Scuttorn/Scuttorn_frontshiny.png,Assets/Monsters/Packs/Toxic Hive/Scuttorn/Scuttorn_backshiny.png,Its movements grow erratic and deceptive
Toxic Hive,M-124,Scuttyx,Bug,Rare,50,No,0,0,T-094,2,T-107,6,T-121,10,T-134,14,,,1,,,66,54,32,38,2,1.08,7,6.9,8.6,Pouncer,Razor Lunge,1,Assets/Monsters/Packs/Toxic Hive/Scuttyx/Scuttyx_front.png,Assets/Monsters/Packs/Toxic Hive/Scuttyx/Scuttyx_back.png,Assets/Monsters/Packs/Toxic Hive/Scuttyx/Scuttyx_frontshiny.png,Assets/Monsters/Packs/Toxic Hive/Scuttyx/Scuttyx_backshiny.png,A hardened insect predator that lunges explosively
Toxic Hive,M-125,Blightel,Corrupt,Uncommon,50,No,0,0,T-039,2,T-058,10,T-071,14,,,,,1,,,62,50,34,24,4.5,1,7.1,11,8.7,Unpredictable,Decay Tap,1,Assets/Monsters/Packs/Toxic Hive/Blightel/Blightel_front.png,Assets/Monsters/Packs/Toxic Hive/Blightel/Blightel_back.png,Assets/Monsters/Packs/Toxic Hive/Blightel/Blightel_frontshiny.png,Assets/Monsters/Packs/Toxic Hive/Blightel/Blightel_backshiny.png,A corrupted entity that lashes out erratically
Ancient Grove,M-126,Sprigel,Grass,Common,50,No,0,0,T-012,3,T-028,10,,,,,,,1,18,M-127,56,32,38,24,8,0.95,6.8,6.5,8.6,Supportive,Vine Tap,1,Assets/Monsters/Packs/Ancient Grove/Sprigel/Sprigel_front.png,Assets/Monsters/Packs/Ancient Grove/Sprigel/Sprigel_back.png,Assets/Monsters/Packs/Ancient Grove/Sprigel/Sprigel_frontshiny.png,Assets/Monsters/Packs/Ancient Grove/Sprigel/Sprigel_backshiny.png,A small plant creature that shuffles forward
Ancient Grove,M-127,Sprigorn,Grass,Uncommon,50,No,0,0,T-054,2,T-069,10,T-081,14,,,,,1,22,M-128,64,38,46,26,4.5,1,7.8,6.5,8.6,Supportive,Bloom Bash,1,Assets/Monsters/Packs/Ancient Grove/Sprigorn/Sprigorn_front.png,Assets/Monsters/Packs/Ancient Grove/Sprigorn/Sprigorn_back.png,Assets/Monsters/Packs/Ancient Grove/Sprigorn/Sprigorn_frontshiny.png,Assets/Monsters/Packs/Ancient Grove/Sprigorn/Sprigorn_backshiny.png,Its body thickens with growth
Ancient Grove,M-128,Sprigrax,Grass,Rare,50,No,0,0,T-094,2,T-112,6,T-129,10,T-147,14,,,1,,,74,46,54,26,2,1.08,9,6.5,8.6,Guardian,Verdant Bash,1,Assets/Monsters/Packs/Ancient Grove/Sprigrax/Sprigrax_front.png,Assets/Monsters/Packs/Ancient Grove/Sprigrax/Sprigrax_back.png,Assets/Monsters/Packs/Ancient Grove/Sprigrax/Sprigrax_frontshiny.png,Assets/Monsters/Packs/Ancient Grove/Sprigrax/Sprigrax_backshiny.png,"A mature grass guardian that bursts with steady growth, striking with thick vines and resilient blooms."
Ancient Grove,M-129,Oracul,Oracle,Uncommon,50,No,0,0,T-021,2,T-047,10,T-063,14,,,,,1,,,62,44,40,22,4.5,1,8.4,9,9.9,Analyst,Foresight Jab,1,Assets/Monsters/Packs/Ancient Grove/Oracul/Oracul_front.png,Assets/Monsters/Packs/Ancient Grove/Oracul/Oracul_back.png,Assets/Monsters/Packs/Ancient Grove/Oracul/Oracul_frontshiny.png,Assets/Monsters/Packs/Ancient Grove/Oracul/Oracul_backshiny.png,A focused oracle watcher that reads subtle shifts
Iron Frontier,M-130,Allorel,Alloy,Common,50,No,0,0,T-012,3,T-028,10,,,,,,,1,18,M-133,54,40,36,20,8,0.95,5.1,8,11.4,Sentinel,Metal Jab,1,Assets/Monsters/Packs/Iron Frontier/Allorel/Allorel_front.png,Assets/Monsters/Packs/Iron Frontier/Allorel/Allorel_back.png,Assets/Monsters/Packs/Iron Frontier/Allorel/Allorel_frontshiny.png,Assets/Monsters/Packs/Iron Frontier/Allorel/Allorel_backshiny.png,A small alloy construct that rotates steadily
Iron Frontier,M-131,Alloron,Alloy,Uncommon,50,No,0,0,T-054,2,T-069,10,T-081,14,,,,,1,22,M-134,62,46,44,22,4.5,1,5.8,8,11.4,Sentinel,Gear Bash,1,Assets/Monsters/Packs/Iron Frontier/Alloron/Alloron_front.png,Assets/Monsters/Packs/Iron Frontier/Alloron/Alloron_back.png,Assets/Monsters/Packs/Iron Frontier/Alloron/Alloron_frontshiny.png,Assets/Monsters/Packs/Iron Frontier/Alloron/Alloron_backshiny.png,Its joints lock into reinforced patterns
Iron Frontier,M-132,Allotek,Alloy,Rare,50,No,0,0,T-094,2,T-107,6,T-121,10,T-134,14,,,1,,,72,54,56,24,2,1.08,6.7,8,11.4,Fortress,Torque Crush,1,Assets/Monsters/Packs/Iron Frontier/Allotek/Allotek_front.png,Assets/Monsters/Packs/Iron Frontier/Allotek/Allotek_back.png,Assets/Monsters/Packs/Iron Frontier/Allotek/Allotek_frontshiny.png,Assets/Monsters/Packs/Iron Frontier/Allotek/Allotek_backshiny.png,A fully stabilized alloy guardian that grinds forward relentlessly
Iron Frontier,M-133,Rocknub,Rock,Common,50,No,0,0,T-009,3,T-022,10,,,,,,,1,,,60,34,42,18,8,0.95,5.4,7.7,10.8,Stoic,Pebble Slam,1,Assets/Monsters/Packs/Iron Frontier/Rocknub/Rocknub_front.png,Assets/Monsters/Packs/Iron Frontier/Rocknub/Rocknub_back.png,Assets/Monsters/Packs/Iron Frontier/Rocknub/Rocknub_frontshiny.png,Assets/Monsters/Packs/Iron Frontier/Rocknub/Rocknub_backshiny.png,A squat rock creature that shuffles along the ground
Plague Nexus,M-134,Shadeclaw,Umbral,Uncommon,50,No,0,0,T-039,2,T-058,10,T-071,14,,,,,1,,,64,56,36,26,4.5,1,7.4,11,8.7,Phantom,Shadow Rend,1,Assets/Monsters/Packs/Plague Nexus/Shadeclaw/Shadeclaw_front.png,Assets/Monsters/Packs/Plague Nexus/Shadeclaw/Shadeclaw_back.png,Assets/Monsters/Packs/Plague Nexus/Shadeclaw/Shadeclaw_frontshiny.png,Assets/Monsters/Packs/Plague Nexus/Shadeclaw/Shadeclaw_backshiny.png,A stalking umbral beast that crouches low and strikes with sweeping claws
Plague Nexus,M-135,Sporel,Corrupt,Common,50,No,0,0,T-012,3,T-028,10,,,,,,,1,18,M-137,54,36,30,28,8,0.95,6.2,11,8.6,Unpredictable,Spore Jab,1,Assets/Monsters/Packs/Plague Nexus/Sporel/Sporel_front.png,Assets/Monsters/Packs/Plague Nexus/Sporel/Sporel_back.png,Assets/Monsters/Packs/Plague Nexus/Sporel/Sporel_frontshiny.png,Assets/Monsters/Packs/Plague Nexus/Sporel/Sporel_backshiny.png,A twitching corrupted growth that hops erratically
Plague Nexus,M-136,Sporex,Corrupt,Uncommon,50,No,0,0,T-054,2,T-069,10,T-081,14,,,,,1,22,M-138,62,44,34,30,4.5,1,7.1,11,8.6,Unpredictable,Blight Burst,1,Assets/Monsters/Packs/Plague Nexus/Sporex/Sporex_front.png,Assets/Monsters/Packs/Plague Nexus/Sporex/Sporex_back.png,Assets/Monsters/Packs/Plague Nexus/Sporex/Sporex_frontshiny.png,Assets/Monsters/Packs/Plague Nexus/Sporex/Sporex_backshiny.png,Its fungal mass expands and hardens
Plague Nexus,M-137,Sporemaw,Corrupt,Rare,50,No,0,0,T-094,2,T-107,6,T-121,10,T-134,14,,,1,,,72,58,38,32,2,1.08,8.2,11,8.6,Berserker,Ruin Feast,1,Assets/Monsters/Packs/Plague Nexus/Sporemaw/Sporemaw_front.png,Assets/Monsters/Packs/Plague Nexus/Sporemaw/Sporemaw_back.png,Assets/Monsters/Packs/Plague Nexus/Sporemaw/Sporemaw_frontshiny.png,Assets/Monsters/Packs/Plague Nexus/Sporemaw/Sporemaw_backshiny.png,A fully warped corruption beast that lunges with grasping growths
Tempest Clutch,M-139,Aercrest,Sky,Uncommon,50,No,0,0,T-054,2,T-069,10,T-081,14,,,,,1,22,M-140,56,48,30,38,4.5,1,5.8,10.5,7.6,Pouncer,Gale Dive,1,Assets/Monsters/Packs/Tempest Clutch/Aercrest/Aercrest_front.png,Assets/Monsters/Packs/Tempest Clutch/Aercrest/Aercrest_back.png,Assets/Monsters/Packs/Tempest Clutch/Aercrest/Aercrest_frontshiny.png,Assets/Monsters/Packs/Tempest Clutch/Aercrest/Aercrest_backshiny.png,Its wings strengthen and sharpen allowing rapid aerial dives that punish exposed enemies.
Tempest Clutch,M-140,Aerspire,Sky,Rare,50,No,0,0,T-094,2,T-112,6,T-129,10,T-147,14,,,1,,,64,58,34,42,2,1.08,6.2,10.5,7.6,Pouncer,Sky Rend,1,Assets/Monsters/Packs/Tempest Clutch/Aerspire/Aerspire_front.png,Assets/Monsters/Packs/Tempest Clutch/Aerspire/Aerspire_back.png,Assets/Monsters/Packs/Tempest Clutch/Aerspire/Aerspire_frontshiny.png,Assets/Monsters/Packs/Tempest Clutch/Aerspire/Aerspire_backshiny.png,A fully evolved sky hunter that climbs high currents before diving with lethal speed and precision.
Tempest Clutch,M-141,Voltfin,Electric,Common,50,No,0,0,T-012,3,T-028,10,,,,,,,1,,,46,42,24,34,8,0.95,4.8,10.5,7.6,Trickster,Spark Tap,1,Assets/Monsters/Packs/Tempest Clutch/Voltfin/Voltfin_front.png,Assets/Monsters/Packs/Tempest Clutch/Voltfin/Voltfin_back.png,Assets/Monsters/Packs/Tempest Clutch/Voltfin/Voltfin_frontshiny.png,Assets/Monsters/Packs/Tempest Clutch/Voltfin/Voltfin_backshiny.png,A floating electric creature that crackles softly jabbing foes with quick bursts of static energy.
Tempest Clutch,M-142,Voltcrest,Electric,Uncommon,50,No,0,0,T-054,2,T-069,10,T-081,14,,,,,1,,,54,52,28,36,4.5,1,5.5,10.5,7.6,Pouncer,Arc Surge,1,Assets/Monsters/Packs/Tempest Clutch/Voltcrest/Voltcrest_front.png,Assets/Monsters/Packs/Tempest Clutch/Voltcrest/Voltcrest_back.png,Assets/Monsters/Packs/Tempest Clutch/Voltcrest/Voltcrest_frontshiny.png,Assets/Monsters/Packs/Tempest Clutch/Voltcrest/Voltcrest_backshiny.png,Its body stabilizes into a stronger charge core releasing sustained electric surges through rapid movement.
Fungal Dominion,M-143,Bramel,Grass,Uncommon,50,No,0,0,T-054,2,T-069,10,T-081,14,,,,,1,,,66,40,48,24,4.5,1,7.9,6.5,8.6,Guardian,Vine Press,1,Assets/Monsters/Packs/Fungal Dominion/Bramel/Bramel_front.png,Assets/Monsters/Packs/Fungal Dominion/Bramel/Bramel_back.png,Assets/Monsters/Packs/Fungal Dominion/Bramel/Bramel_frontshiny.png,Assets/Monsters/Packs/Fungal Dominion/Bramel/Bramel_backshiny.png,A leafy guardian that spreads broad fronds to shield itself while pressing foes back with thick vines.
Fungal Dominion,M-144,Bramorn,Grass,Rare,50,No,0,0,T-094,2,T-112,6,T-129,10,T-147,14,,,1,,,74,46,56,26,2,1.08,9,6.5,8.6,Fortress,Canopy Crush,1,Assets/Monsters/Packs/Fungal Dominion/Bramorn/Bramorn_front.png,Assets/Monsters/Packs/Fungal Dominion/Bramorn/Bramorn_back.png,Assets/Monsters/Packs/Fungal Dominion/Bramorn/Bramorn_frontshiny.png,Assets/Monsters/Packs/Fungal Dominion/Bramorn/Bramorn_backshiny.png,Its foliage hardens into layered growth overwhelming enemies with sustained
Fungal Dominion,M-145,Blipel,Corrupt,Common,50,No,0,0,T-012,3,T-028,10,,,,,,,1,,,52,38,28,30,8,0.95,6.1,11,8.6,Unpredictable,Rot Jab,1,Assets/Monsters/Packs/Fungal Dominion/Blipel/Blipel_front.png,Assets/Monsters/Packs/Fungal Dominion/Blipel/Blipel_back.png,Assets/Monsters/Packs/Fungal Dominion/Blipel/Blipel_frontshiny.png,Assets/Monsters/Packs/Fungal Dominion/Blipel/Blipel_backshiny.png,A jittery corrupted hatchling that darts about erratically spreading decay through sharp
Fungal Dominion,M-146,Blipmaw,Corrupt,Uncommon,50,No,0,0,T-054,2,T-069,10,T-081,14,,,,,1,,,60,46,32,32,4.5,1,7,11,8.6,Berserker,Blight Snap,1,Assets/Monsters/Packs/Fungal Dominion/Blipmaw/Blipmaw_front.png,Assets/Monsters/Packs/Fungal Dominion/Blipmaw/Blipmaw_back.png,Assets/Monsters/Packs/Fungal Dominion/Blipmaw/Blipmaw_frontshiny.png,Assets/Monsters/Packs/Fungal Dominion/Blipmaw/Blipmaw_backshiny.png,Its corruption deepens empowering vicious snapping attacks that grow more dangerous as rot spreads.
Sandstorm’s Wrath,M-147,Territ,Ground,Common,50,No,0,0,T-012,3,T-028,10,,,,,,,1,,,56,36,40,18,8,0.95,5.9,7.7,9.9,Stoic,Mud Bash,1,Assets/Monsters/Packs/Sandstorm’s Wrath/Territ/Territ_front.png,Assets/Monsters/Packs/Sandstorm’s Wrath/Territ/Territ_back.png,Assets/Monsters/Packs/Sandstorm’s Wrath/Territ/Territ_frontshiny.png,Assets/Monsters/Packs/Sandstorm’s Wrath/Territ/Territ_backshiny.png,A squat ground creature that braces itself and slams foes with packed earth.
Sandstorm’s Wrath,M-148,Terron,Ground,Uncommon,50,No,0,0,T-054,2,T-069,10,T-081,14,,,,,1,,,64,42,50,20,4.5,1,6.7,7.7,9.9,Guardian,Earth Shove,1,Assets/Monsters/Packs/Sandstorm’s Wrath/Terron/Terron_front.png,Assets/Monsters/Packs/Sandstorm’s Wrath/Terron/Terron_back.png,Assets/Monsters/Packs/Sandstorm’s Wrath/Terron/Terron_frontshiny.png,Assets/Monsters/Packs/Sandstorm’s Wrath/Terron/Terron_backshiny.png,Its body compacts into heavier soil layers allowing stronger defensive pushes and crushing blows.
Sandstorm’s Wrath,M-149,Terrak,Ground,Rare,50,No,0,0,T-094,2,T-112,6,T-129,10,T-147,14,,,1,,,74,50,64,22,2,1.08,7.8,7.7,9.9,Bruiser,Seismic Ram,1,Assets/Monsters/Packs/Sandstorm’s Wrath/Terrak/Terrak_front.png,Assets/Monsters/Packs/Sandstorm’s Wrath/Terrak/Terrak_back.png,Assets/Monsters/Packs/Sandstorm’s Wrath/Terrak/Terrak_frontshiny.png,Assets/Monsters/Packs/Sandstorm’s Wrath/Terrak/Terrak_backshiny.png,A fully hardened ground beast that charges forward shaking the earth with devastating impacts.
Sandstorm’s Wrath,M-150,Rubblet,Rock,Common,50,No,0,0,T-009,3,T-022,10,,,,,,,1,,,60,34,42,16,8,0.95,5.6,7.7,10.8,Stoic,Pebble Slam,1,Assets/Monsters/Packs/Sandstorm’s Wrath/Rubblet/Rubblet_front.png,Assets/Monsters/Packs/Sandstorm’s Wrath/Rubblet/Rubblet_back.png,Assets/Monsters/Packs/Sandstorm’s Wrath/Rubblet/Rubblet_frontshiny.png,Assets/Monsters/Packs/Sandstorm’s Wrath/Rubblet/Rubblet_backshiny.png,A loose stone creature that tumbles forward striking enemies with blunt rocky blows.
Sandstorm’s Wrath,M-151,Rubblex,Rock,Uncommon,50,No,0,0,T-054,2,T-069,10,T-081,14,,,,,1,,,68,40,54,18,4.5,1,6.4,7.7,10.8,Guardian,Crag Crush,1,Assets/Monsters/Packs/Sandstorm’s Wrath/Rubblex/Rubblex_front.png,Assets/Monsters/Packs/Sandstorm’s Wrath/Rubblex/Rubblex_back.png,Assets/Monsters/Packs/Sandstorm’s Wrath/Rubblex/Rubblex_frontshiny.png,Assets/Monsters/Packs/Sandstorm’s Wrath/Rubblex/Rubblex_backshiny.png,Its stones fuse into denser mass enabling heavier
Solar Reign,M-152,Fira,Fire,Common,50,No,0,0,T-115,3,T-005,10,,,,,,,1,18,M-153,45,58,17,30,8,0.95,4.8,11,7.2,Aggressive,Flame Jab,1,Assets/Monsters/Packs/Solar Reign/Fira/Fira_front.png,Assets/Monsters/Packs/Solar Reign/Fira/Fira_back.png,Assets/Monsters/Packs/Solar Reign/Fira/Fira_frontshiny.png,Assets/Monsters/Packs/Solar Reign/Fira/Fira_backshiny.png,A small fiery creature that lunges forward with quick burning strikes.
